ZFIN:ZDB-GENE-070410-44	NCBI_gene:11162
ZFIN:ZDB-GENE-090311-28	NCBI_gene:5923
ZFIN:ZDB-GENE-060504-1	NCBI_gene:5924
ZFIN:ZDB-GENE-070720-16	NCBI_gene:9649
ZFIN:ZDB-GENE-040426-1212	NCBI_gene:55103
ZFIN:ZDB-GENE-081104-26	NCBI_gene:55884
ZFIN:ZDB-GENE-030131-1946	NCBI_gene:26118
ZFIN:ZDB-GENE-040426-990	NCBI_gene:102725415
ZFIN:ZDB-GENE-040426-863	NCBI_gene:56270
ZFIN:ZDB-GENE-040426-1404	NCBI_gene:55062
ZFIN:ZDB-GENE-040718-488	NCBI_gene:26100
ZFIN:ZDB-GENE-040426-1758	NCBI_gene:10486
ZFIN:ZDB-GENE-030131-6459	NCBI_gene:10487
ZFIN:ZDB-GENE-030616-616	NCBI_gene:55353
ZFIN:ZDB-GENE-030131-1024	NCBI_gene:9741
ZFIN:ZDB-GENE-080917-23	NCBI_gene:4330
ZFIN:ZDB-GENE-060312-46	NCBI_gene:51000
ZFIN:ZDB-GENE-040912-148	NCBI_gene:102723830
ZFIN:ZDB-GENE-050213-1	NCBI_gene:100616124
ZFIN:ZDB-GENE-030131-2457	NCBI_gene:84912
ZFIN:ZDB-GENE-030131-2976	NCBI_gene:102723931
ZFIN:ZDB-GENE-050809-9	NCBI_gene:64601
ZFIN:ZDB-GENE-040912-85	NCBI_gene:54936
ZFIN:ZDB-GENE-091204-288	NCBI_gene:55114
ZFIN:ZDB-GENE-080220-26	NCBI_gene:55114
ZFIN:ZDB-GENE-050417-56	NCBI_gene:55114
ZFIN:ZDB-GENE-120215-49	NCBI_gene:102725515
ZFIN:ZDB-GENE-040704-49	NCBI_gene:25941
ZFIN:ZDB-GENE-030131-4872	NCBI_gene:11264
ZFIN:ZDB-GENE-030425-3	NCBI_gene:132
ZFIN:ZDB-GENE-040718-381	NCBI_gene:3795
ZFIN:ZDB-GENE-040625-112	NCBI_gene:64080
ZFIN:ZDB-GENE-041001-163	NCBI_gene:10090
ZFIN:ZDB-GENE-070112-2312	NCBI_gene:9653
ZFIN:ZDB-GENE-040724-100	NCBI_gene:10668
ZFIN:ZDB-GENE-041010-192	NCBI_gene:79672
ZFIN:ZDB-GENE-040426-2764	NCBI_gene:25988
ZFIN:ZDB-GENE-070814-7	NCBI_gene:11093
ZFIN:ZDB-GENE-070816-3	NCBI_gene:9509
ZFIN:ZDB-GENE-060526-203	NCBI_gene:170689
ZFIN:ZDB-GENE-070814-1	NCBI_gene:9510
ZFIN:ZDB-GENE-070814-6	NCBI_gene:56999
ZFIN:ZDB-GENE-081104-414	NCBI_gene:81794
ZFIN:ZDB-GENE-091113-9	NCBI_gene:11174
ZFIN:ZDB-GENE-070815-1	NCBI_gene:170692
ZFIN:ZDB-GENE-991110-12	NCBI_gene:4221
ZFIN:ZDB-GENE-060510-2	NCBI_gene:2176
ZFIN:ZDB-GENE-060503-31	NCBI_gene:729956
ZFIN:ZDB-GENE-040426-2701	NCBI_gene:84546
ZFIN:ZDB-GENE-120215-60	NCBI_gene:3356
ZFIN:ZDB-GENE-070912-500	NCBI_gene:3356
ZFIN:ZDB-GENE-081104-48	NCBI_gene:3358
ZFIN:ZDB-GENE-081022-57	NCBI_gene:3357
ZFIN:ZDB-GENE-030131-7839	NCBI_gene:3362
ZFIN:ZDB-GENE-090409-3	NCBI_gene:3352
ZFIN:ZDB-GENE-081022-141	NCBI_gene:3351
ZFIN:ZDB-GENE-081105-125	NCBI_gene:3355
ZFIN:ZDB-GENE-060531-129	NCBI_gene:3361
ZFIN:ZDB-GENE-071203-1	NCBI_gene:3350
ZFIN:ZDB-GENE-090812-3	NCBI_gene:6720
ZFIN:ZDB-GENE-070410-8	NCBI_gene:6721
ZFIN:ZDB-GENE-040426-1072	NCBI_gene:7391
ZFIN:ZDB-GENE-030131-8475	NCBI_gene:7392
ZFIN:ZDB-GENE-040218-1	NCBI_gene:55851
ZFIN:ZDB-GENE-030131-7582	NCBI_gene:79641
ZFIN:ZDB-GENE-030131-4803	NCBI_gene:9219
ZFIN:ZDB-GENE-030131-6485	NCBI_gene:57504
ZFIN:ZDB-GENE-070424-65	NCBI_gene:166968
ZFIN:ZDB-GENE-050208-795	NCBI_gene:54531
ZFIN:ZDB-GENE-070705-170	NCBI_gene:57708
ZFIN:ZDB-GENE-040426-781	NCBI_gene:5394
ZFIN:ZDB-GENE-060825-267	NCBI_gene:161829
ZFIN:ZDB-GENE-080709-5	NCBI_gene:8106
ZFIN:ZDB-GENE-030131-8690	NCBI_gene:9476
ZFIN:ZDB-GENE-040630-3	NCBI_gene:5972
ZFIN:ZDB-GENE-010131-8	NCBI_gene:1509
ZFIN:ZDB-GENE-050411-22	NCBI_gene:79887
ZFIN:ZDB-GENE-040426-1739	NCBI_gene:746
ZFIN:ZDB-GENE-041010-67	NCBI_gene:54934
ZFIN:ZDB-GENE-040426-1063	NCBI_gene:80142
ZFIN:ZDB-GENE-050208-612	NCBI_gene:51547
ZFIN:ZDB-GENE-031007-2	NCBI_gene:51548
ZFIN:ZDB-GENE-041010-65	NCBI_gene:23409
ZFIN:ZDB-GENE-030131-1028	NCBI_gene:22933
ZFIN:ZDB-GENE-070801-2	NCBI_gene:23411
ZFIN:ZDB-GENE-070112-1762	NCBI_gene:23410
ZFIN:ZDB-GENE-040718-349	NCBI_gene:23408
ZFIN:ZDB-GENE-040704-53	NCBI_gene:9576
ZFIN:ZDB-GENE-040718-118	NCBI_gene:51122
ZFIN:ZDB-GENE-030131-1770	NCBI_gene:51768
ZFIN:ZDB-GENE-070725-1	NCBI_gene:51199
ZFIN:ZDB-GENE-050417-166	NCBI_gene:102724007
ZFIN:ZDB-GENE-080919-2	NCBI_gene:343066
ZFIN:ZDB-GENE-040711-2	NCBI_gene:57552
ZFIN:ZDB-GENE-081022-99	NCBI_gene:157378
ZFIN:ZDB-GENE-040426-1553	NCBI_gene:55669
ZFIN:ZDB-GENE-081105-44	NCBI_gene:9927
ZFIN:ZDB-GENE-030131-1441	NCBI_gene:54814
ZFIN:ZDB-GENE-040718-255	NCBI_gene:5966
ZFIN:ZDB-GENE-040825-4	NCBI_gene:5970
ZFIN:ZDB-GENE-030131-9531	NCBI_gene:5971
ZFIN:ZDB-GENE-030131-6701	NCBI_gene:4791
ZFIN:ZDB-GENE-030131-5889	NCBI_gene:81565
ZFIN:ZDB-GENE-050913-61	NCBI_gene:54820
ZFIN:ZDB-GENE-070112-902	NCBI_gene:63906
ZFIN:ZDB-GENE-060526-267	NCBI_gene:9815
ZFIN:ZDB-GENE-061103-343	NCBI_gene:116986
ZFIN:ZDB-GENE-030131-7799	NCBI_gene:116988
ZFIN:ZDB-GENE-100922-23	NCBI_gene:55803
ZFIN:ZDB-GENE-091112-16	NCBI_gene:50807
ZFIN:ZDB-GENE-041210-256	NCBI_gene:8853
ZFIN:ZDB-GENE-070112-1242	NCBI_gene:9744
ZFIN:ZDB-GENE-050208-640	NCBI_gene:23527
ZFIN:ZDB-GENE-070209-274	NCBI_gene:116983
ZFIN:ZDB-GENE-040426-1520	NCBI_gene:3267
ZFIN:ZDB-GENE-081016-2	NCBI_gene:55198
ZFIN:ZDB-GENE-081016-1	NCBI_gene:26060
ZFIN:ZDB-GENE-091019-1	NCBI_gene:64411
ZFIN:ZDB-GENE-060503-374	NCBI_gene:64744
ZFIN:ZDB-GENE-060920-2	NCBI_gene:60682
ZFIN:ZDB-GENE-040426-1	NCBI_gene:26286
ZFIN:ZDB-GENE-051120-177	NCBI_gene:84364
ZFIN:ZDB-GENE-040718-217	NCBI_gene:388272
ZFIN:ZDB-GENE-040426-1745	NCBI_gene:78988
ZFIN:ZDB-GENE-060526-375	NCBI_gene:9514
ZFIN:ZDB-GENE-081104-328	NCBI_gene:55068
ZFIN:ZDB-GENE-060526-232	NCBI_gene:326625
ZFIN:ZDB-GENE-040426-901	NCBI_gene:5157
ZFIN:ZDB-GENE-041008-125	NCBI_gene:51642
ZFIN:ZDB-GENE-040426-2793	NCBI_gene:79139
ZFIN:ZDB-GENE-040426-1324	NCBI_gene:91319
ZFIN:ZDB-GENE-050522-90	NCBI_gene:51009
ZFIN:ZDB-GENE-990415-206	NCBI_gene:23481
ZFIN:ZDB-GENE-050522-64	NCBI_gene:28971
ZFIN:ZDB-GENE-031002-24	NCBI_gene:829
ZFIN:ZDB-GENE-051023-5	NCBI_gene:116729
ZFIN:ZDB-GENE-041011-3	NCBI_gene:4659
ZFIN:ZDB-GENE-060503-3	NCBI_gene:10526
ZFIN:ZDB-GENE-030131-458	NCBI_gene:10527
ZFIN:ZDB-GENE-990603-1	NCBI_gene:1434
ZFIN:ZDB-GENE-040711-1	NCBI_gene:51194
ZFIN:ZDB-GENE-040426-2953	NCBI_gene:55705
ZFIN:ZDB-GENE-030131-5175	NCBI_gene:1327
ZFIN:ZDB-GENE-080924-2	NCBI_gene:388649
ZFIN:ZDB-GENE-040718-214	NCBI_gene:6827
ZFIN:ZDB-GENE-040718-409	NCBI_gene:5884
ZFIN:ZDB-GENE-040808-57	NCBI_gene:57019
ZFIN:ZDB-GENE-050417-220	NCBI_gene:84830
ZFIN:ZDB-GENE-041014-358	NCBI_gene:51390
ZFIN:ZDB-GENE-090421-1	NCBI_gene:54882
ZFIN:ZDB-GENE-000619-1	NCBI_gene:9547
ZFIN:ZDB-GENE-050417-80	NCBI_gene:51008
ZFIN:ZDB-GENE-090806-2	NCBI_gene:727957
ZFIN:ZDB-GENE-030131-4936	NCBI_gene:55778
ZFIN:ZDB-GENE-090914-1	NCBI_gene:102724088
ZFIN:ZDB-GENE-040426-2649	NCBI_gene:6396
ZFIN:ZDB-GENE-030131-6689	NCBI_gene:81929
ZFIN:ZDB-GENE-110719-1	NCBI_gene:23248
ZFIN:ZDB-GENE-030131-355	NCBI_gene:58490
ZFIN:ZDB-GENE-070912-328	NCBI_gene:160851
ZFIN:ZDB-GENE-111104-3	NCBI_gene:8525
ZFIN:ZDB-GENE-060616-305	NCBI_gene:1606
ZFIN:ZDB-GENE-081105-39	NCBI_gene:1608
ZFIN:ZDB-GENE-051018-2	NCBI_gene:57491
ZFIN:ZDB-GENE-030131-5824	NCBI_gene:55527
ZFIN:ZDB-GENE-031008-3	NCBI_gene:56929
ZFIN:ZDB-GENE-071009-3	NCBI_gene:10116
ZFIN:ZDB-GENE-070410-90	NCBI_gene:1649
ZFIN:ZDB-GENE-030131-146	NCBI_gene:55749
ZFIN:ZDB-GENE-050114-7	NCBI_gene:157567
ZFIN:ZDB-GENE-060130-180	NCBI_gene:26115
ZFIN:ZDB-GENE-040109-1	NCBI_gene:100302138
ZFIN:ZDB-GENE-040426-2140	NCBI_gene:51602
ZFIN:ZDB-GENE-070705-557	NCBI_gene:5426
ZFIN:ZDB-GENE-070912-268	NCBI_gene:28227
ZFIN:ZDB-GENE-070912-646	NCBI_gene:5523
ZFIN:ZDB-GENE-091202-6	NCBI_gene:25940
ZFIN:ZDB-GENE-030131-5391	NCBI_gene:6687
ZFIN:ZDB-GENE-070912-46	NCBI_gene:10939
ZFIN:ZDB-GENE-091113-41	NCBI_gene:10730
ZFIN:ZDB-GENE-061103-601	NCBI_gene:285440
ZFIN:ZDB-GENE-031219-3	NCBI_gene:1580
ZFIN:ZDB-GENE-070410-108	NCBI_gene:126410
ZFIN:ZDB-GENE-060531-14	NCBI_gene:23635
ZFIN:ZDB-GENE-050522-195	NCBI_gene:170463
ZFIN:ZDB-GENE-030131-469	NCBI_gene:170463
ZFIN:ZDB-GENE-040426-2801	NCBI_gene:23648
ZFIN:ZDB-GENE-070705-92	NCBI_gene:643596
ZFIN:ZDB-GENE-060825-49	NCBI_gene:221687
ZFIN:ZDB-GENE-060503-79	NCBI_gene:149041
ZFIN:ZDB-GENE-060503-694	NCBI_gene:54542
ZFIN:ZDB-GENE-030616-128	NCBI_gene:10158
ZFIN:ZDB-GENE-081104-117	NCBI_gene:284422
ZFIN:ZDB-GENE-050320-87	NCBI_gene:4718
ZFIN:ZDB-GENE-070112-332	NCBI_gene:9687
ZFIN:ZDB-GENE-030131-4022	NCBI_gene:80000
ZFIN:ZDB-GENE-990415-235	NCBI_gene:5897
ZFIN:ZDB-GENE-080402-5	NCBI_gene:5583
ZFIN:ZDB-GENE-030131-8191	NCBI_gene:5581
ZFIN:ZDB-GENE-070511-1	NCBI_gene:5590
ZFIN:ZDB-GENE-011105-1	NCBI_gene:5584
ZFIN:ZDB-GENE-061207-17	NCBI_gene:5585
ZFIN:ZDB-GENE-061013-393	NCBI_gene:5586
ZFIN:ZDB-GENE-040426-1178	NCBI_gene:5579
ZFIN:ZDB-GENE-050208-100	NCBI_gene:5578
ZFIN:ZDB-GENE-110913-104	NCBI_gene:115399
ZFIN:ZDB-GENE-071206-1	NCBI_gene:55698
ZFIN:ZDB-GENE-040426-1788	NCBI_gene:6230
ZFIN:ZDB-GENE-030131-5749	NCBI_gene:79780
ZFIN:ZDB-GENE-050309-187	NCBI_gene:119559
ZFIN:ZDB-GENE-050706-107	NCBI_gene:94097
ZFIN:ZDB-GENE-040801-45	NCBI_gene:94081
ZFIN:ZDB-GENE-040426-2831	NCBI_gene:118980
ZFIN:ZDB-GENE-030131-5546	NCBI_gene:6731
ZFIN:ZDB-GENE-040426-2579	NCBI_gene:27101
ZFIN:ZDB-GENE-030131-6406	NCBI_gene:83860
ZFIN:ZDB-GENE-030728-4	NCBI_gene:30827
ZFIN:ZDB-GENE-041008-148	NCBI_gene:85458
ZFIN:ZDB-GENE-071004-1	NCBI_gene:1855
ZFIN:ZDB-GENE-041118-20	NCBI_gene:1856
ZFIN:ZDB-GENE-051120-165	NCBI_gene:5002
ZFIN:ZDB-GENE-020717-1	NCBI_gene:94239
ZFIN:ZDB-GENE-050506-24	NCBI_gene:3015
ZFIN:ZDB-GENE-060421-4796	NCBI_gene:9555
ZFIN:ZDB-GENE-050913-114	NCBI_gene:55506
ZFIN:ZDB-GENE-041010-42	NCBI_gene:317772
ZFIN:ZDB-GENE-070308-4	NCBI_gene:102725251
ZFIN:ZDB-GENE-070308-5	NCBI_gene:8572
ZFIN:ZDB-GENE-060130-104	NCBI_gene:27295
ZFIN:ZDB-GENE-030131-5227	NCBI_gene:9124
ZFIN:ZDB-GENE-040426-2092	NCBI_gene:9260
ZFIN:ZDB-GENE-040718-401	NCBI_gene:10611
ZFIN:ZDB-GENE-040121-6	NCBI_gene:11155
ZFIN:ZDB-GENE-040426-2373	NCBI_gene:64978
ZFIN:ZDB-GENE-040426-2621	NCBI_gene:5037
ZFIN:ZDB-GENE-040426-2290	NCBI_gene:6143
ZFIN:ZDB-GENE-040426-1112	NCBI_gene:6635
ZFIN:ZDB-GENE-041111-231	NCBI_gene:27349
ZFIN:ZDB-GENE-060526-200	NCBI_gene:115811
ZFIN:ZDB-GENE-040426-2923	NCBI_gene:80198
ZFIN:ZDB-GENE-050816-1	NCBI_gene:51567
ZFIN:ZDB-GENE-030616-511	NCBI_gene:10257
ZFIN:ZDB-GENE-050517-25	NCBI_gene:94160
ZFIN:ZDB-GENE-050517-23	NCBI_gene:10060
ZFIN:ZDB-GENE-050517-22	NCBI_gene:6833
ZFIN:ZDB-GENE-050517-17	NCBI_gene:10057
ZFIN:ZDB-GENE-050517-20	NCBI_gene:1080
ZFIN:ZDB-GENE-120214-28	NCBI_gene:101930322
ZFIN:ZDB-GENE-040426-810	NCBI_gene:5707
ZFIN:ZDB-GENE-040426-1480	NCBI_gene:5708
ZFIN:ZDB-GENE-000511-1	NCBI_gene:9464
ZFIN:ZDB-GENE-081104-461	NCBI_gene:222894
ZFIN:ZDB-GENE-980526-235	NCBI_gene:7291
ZFIN:ZDB-GENE-051113-88	NCBI_gene:6943
ZFIN:ZDB-GENE-030616-579	NCBI_gene:256297
ZFIN:ZDB-GENE-980605-20	NCBI_gene:6939
ZFIN:ZDB-GENE-031121-1	NCBI_gene:344018
ZFIN:ZDB-GENE-050506-22	NCBI_gene:79568
ZFIN:ZDB-GENE-030131-8410	NCBI_gene:10342
ZFIN:ZDB-GENE-040426-2114	NCBI_gene:2764
ZFIN:ZDB-GENE-070424-158	NCBI_gene:10409
ZFIN:ZDB-GENE-040718-168	NCBI_gene:8315
ZFIN:ZDB-GENE-040213-2	NCBI_gene:1586
ZFIN:ZDB-GENE-081104-242	NCBI_gene:2222
ZFIN:ZDB-GENE-050809-132	NCBI_gene:55683
ZFIN:ZDB-GENE-041210-219	NCBI_gene:93081
ZFIN:ZDB-GENE-080204-119	NCBI_gene:1839
ZFIN:ZDB-GENE-050311-1	NCBI_gene:685
ZFIN:ZDB-GENE-040724-208	NCBI_gene:7039
ZFIN:ZDB-GENE-040625-107	NCBI_gene:10094
ZFIN:ZDB-GENE-061219-1	NCBI_gene:57475
ZFIN:ZDB-GENE-081028-42	NCBI_gene:130271
ZFIN:ZDB-GENE-081104-106	NCBI_gene:65124
ZFIN:ZDB-GENE-030114-4	NCBI_gene:56342
ZFIN:ZDB-GENE-060130-169	NCBI_gene:5195
ZFIN:ZDB-GENE-041010-160	NCBI_gene:653333
ZFIN:ZDB-GENE-030131-9569	NCBI_gene:23199
ZFIN:ZDB-GENE-040426-1359	NCBI_gene:79626
ZFIN:ZDB-GENE-040426-695	NCBI_gene:126282
ZFIN:ZDB-GENE-040426-1313	NCBI_gene:388121
ZFIN:ZDB-GENE-060503-114	NCBI_gene:57463
ZFIN:ZDB-GENE-030131-4928	NCBI_gene:80119
ZFIN:ZDB-GENE-080220-18	NCBI_gene:84273
ZFIN:ZDB-GENE-040426-2317	NCBI_gene:29889
ZFIN:ZDB-GENE-060323-1	NCBI_gene:2794
ZFIN:ZDB-GENE-060323-1	NCBI_gene:2794
ZFIN:ZDB-GENE-060323-1	NCBI_gene:2794
ZFIN:ZDB-GENE-060323-1	NCBI_gene:2794
ZFIN:ZDB-GENE-060323-1	NCBI_gene:2794
ZFIN:ZDB-GENE-060323-1	NCBI_gene:2794
ZFIN:ZDB-GENE-060323-1	NCBI_gene:2794
ZFIN:ZDB-GENE-030131-2184	NCBI_gene:55341
ZFIN:ZDB-GENE-030131-616	NCBI_gene:100113381
ZFIN:ZDB-GENE-040723-1	NCBI_gene:54552
ZFIN:ZDB-GENE-031110-2	NCBI_gene:92170
ZFIN:ZDB-GENE-090312-136	NCBI_gene:537
ZFIN:ZDB-GENE-050913-77	NCBI_gene:285761
ZFIN:ZDB-GENE-040708-1	NCBI_gene:11107
ZFIN:ZDB-GENE-120709-57	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-38	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-76	NCBI_gene:100287226
ZFIN:ZDB-GENE-120214-24	NCBI_gene:100287226
ZFIN:ZDB-GENE-060531-126	NCBI_gene:100287226
ZFIN:ZDB-GENE-110914-6	NCBI_gene:100287226
ZFIN:ZDB-GENE-050913-136	NCBI_gene:100287226
ZFIN:ZDB-GENE-050420-77	NCBI_gene:100287226
ZFIN:ZDB-GENE-080220-9	NCBI_gene:100287226
ZFIN:ZDB-GENE-060531-125	NCBI_gene:100287226
ZFIN:ZDB-GENE-030131-1683	NCBI_gene:100287226
ZFIN:ZDB-GENE-050208-409	NCBI_gene:100287226
ZFIN:ZDB-GENE-110914-166	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-31	NCBI_gene:100287226
ZFIN:ZDB-GENE-120703-37	NCBI_gene:100287226
ZFIN:ZDB-GENE-110914-41	NCBI_gene:100287226
ZFIN:ZDB-GENE-080215-12	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-164	NCBI_gene:100287226
ZFIN:ZDB-GENE-071004-104	NCBI_gene:100287226
ZFIN:ZDB-GENE-110914-67	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-117	NCBI_gene:100287226
ZFIN:ZDB-GENE-120214-29	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-165	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-160	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-176	NCBI_gene:100287226
ZFIN:ZDB-GENE-050208-410	NCBI_gene:100287226
ZFIN:ZDB-GENE-120214-30	NCBI_gene:100287226
ZFIN:ZDB-GENE-070705-76	NCBI_gene:100287226
ZFIN:ZDB-GENE-060531-124	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-173	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-23	NCBI_gene:100287226
ZFIN:ZDB-GENE-061009-49	NCBI_gene:100287226
ZFIN:ZDB-GENE-071004-11	NCBI_gene:100287226
ZFIN:ZDB-GENE-050913-16	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-157	NCBI_gene:100287226
ZFIN:ZDB-GENE-071004-105	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-39	NCBI_gene:100287226
ZFIN:ZDB-GENE-080218-24	NCBI_gene:100287226
ZFIN:ZDB-GENE-110914-25	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-143	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-145	NCBI_gene:100287226
ZFIN:ZDB-GENE-110914-160	NCBI_gene:100287226
ZFIN:ZDB-GENE-110914-127	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-125	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-159	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-148	NCBI_gene:100287226
ZFIN:ZDB-GENE-030131-1772	NCBI_gene:100287226
ZFIN:ZDB-GENE-061207-81	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-135	NCBI_gene:100287226
ZFIN:ZDB-GENE-030131-4718	NCBI_gene:100287226
ZFIN:ZDB-GENE-091204-299	NCBI_gene:100287226
ZFIN:ZDB-GENE-080213-7	NCBI_gene:100287226
ZFIN:ZDB-GENE-991213-3	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-121	NCBI_gene:100287226
ZFIN:ZDB-GENE-110913-92	NCBI_gene:100287226
ZFIN:ZDB-GENE-030131-2559	NCBI_gene:57147
ZFIN:ZDB-GENE-041210-205	NCBI_gene:55681
ZFIN:ZDB-GENE-061013-214	NCBI_gene:91775
ZFIN:ZDB-GENE-011205-16	NCBI_gene:4514
ZFIN:ZDB-GENE-080204-111	NCBI_gene:26259
ZFIN:ZDB-GENE-040801-151	NCBI_gene:84058
ZFIN:ZDB-GENE-041015-747	NCBI_gene:157574
ZFIN:ZDB-GENE-060929-986	NCBI_gene:130888
ZFIN:ZDB-GENE-070112-2212	NCBI_gene:84231
ZFIN:ZDB-GENE-091204-198	NCBI_gene:84261
ZFIN:ZDB-GENE-090313-79	NCBI_gene:55294
ZFIN:ZDB-GENE-030131-6305	NCBI_gene:23291
ZFIN:ZDB-GENE-050320-95	NCBI_gene:3671
ZFIN:ZDB-GENE-980526-110	NCBI_gene:3630
ZFIN:ZDB-GENE-010607-2	NCBI_gene:3479
ZFIN:ZDB-GENE-030131-2935	NCBI_gene:3481
ZFIN:ZDB-GENE-030131-6450	NCBI_gene:26009
ZFIN:ZDB-GENE-060312-41	NCBI_gene:10083
ZFIN:ZDB-GENE-090313-191	NCBI_gene:79955
ZFIN:ZDB-GENE-091118-27	NCBI_gene:25861
ZFIN:ZDB-GENE-040426-853	NCBI_gene:2531
ZFIN:ZDB-GENE-040912-69	NCBI_gene:147015
ZFIN:ZDB-GENE-030131-6605	NCBI_gene:57665
ZFIN:ZDB-GENE-070912-399	NCBI_gene:55072
ZFIN:ZDB-GENE-041001-111	NCBI_gene:10874
ZFIN:ZDB-GENE-060929-970	NCBI_gene:389549
ZFIN:ZDB-GENE-001103-3	NCBI_gene:55079
ZFIN:ZDB-GENE-030131-2260	NCBI_gene:145783
ZFIN:ZDB-GENE-090313-352	NCBI_gene:140685
ZFIN:ZDB-GENE-050506-105	NCBI_gene:79842
ZFIN:ZDB-GENE-070412-3	NCBI_gene:10009
ZFIN:ZDB-GENE-060503-27	NCBI_gene:221527
ZFIN:ZDB-GENE-060503-27	NCBI_gene:221527
ZFIN:ZDB-GENE-060503-27	NCBI_gene:221527
ZFIN:ZDB-GENE-060503-27	NCBI_gene:221527
ZFIN:ZDB-GENE-060503-27	NCBI_gene:221527
ZFIN:ZDB-GENE-040426-1696	NCBI_gene:604
ZFIN:ZDB-GENE-041001-125	NCBI_gene:7597
ZFIN:ZDB-GENE-050411-7	NCBI_gene:49854
ZFIN:ZDB-GENE-040426-2946	NCBI_gene:7541
ZFIN:ZDB-GENE-040116-8	NCBI_gene:2672
ZFIN:ZDB-GENE-091118-129	NCBI_gene:8328
ZFIN:ZDB-GENE-080616-1	NCBI_gene:59336
ZFIN:ZDB-GENE-041114-172	NCBI_gene:59335
ZFIN:ZDB-GENE-031002-10	NCBI_gene:171177
ZFIN:ZDB-GENE-040618-3	NCBI_gene:58480
ZFIN:ZDB-GENE-060228-7	NCBI_gene:399
ZFIN:ZDB-GENE-030131-5721	NCBI_gene:23433
ZFIN:ZDB-GENE-040724-272	NCBI_gene:57381
ZFIN:ZDB-GENE-030131-8783	NCBI_gene:998
ZFIN:ZDB-GENE-060315-7	NCBI_gene:102723646
ZFIN:ZDB-GENE-030616-177	NCBI_gene:8153
ZFIN:ZDB-GENE-010319-40	NCBI_gene:390
ZFIN:ZDB-GENE-071125-1	NCBI_gene:23221
ZFIN:ZDB-GENE-040322-2	NCBI_gene:387
ZFIN:ZDB-GENE-040426-2150	NCBI_gene:388
ZFIN:ZDB-GENE-050522-280	NCBI_gene:54509
ZFIN:ZDB-GENE-040426-2665	NCBI_gene:389
ZFIN:ZDB-GENE-040625-27	NCBI_gene:5880
ZFIN:ZDB-GENE-080220-21	NCBI_gene:5881
ZFIN:ZDB-GENE-040718-256	NCBI_gene:5881
ZFIN:ZDB-GENE-030131-8877	NCBI_gene:391
ZFIN:ZDB-GENE-030131-5415	NCBI_gene:5879
ZFIN:ZDB-GENE-051120-96	NCBI_gene:89941
ZFIN:ZDB-GENE-030131-5354	NCBI_gene:55288
ZFIN:ZDB-GENE-061009-52	NCBI_gene:55288
ZFIN:ZDB-GENE-030131-5437	NCBI_gene:57082
ZFIN:ZDB-GENE-040426-1067	NCBI_gene:29995
ZFIN:ZDB-GENE-040718-59	NCBI_gene:26136
ZFIN:ZDB-GENE-040426-2722	NCBI_gene:51324
ZFIN:ZDB-GENE-030131-482	NCBI_gene:84335
ZFIN:ZDB-GENE-030131-5843	NCBI_gene:124976
ZFIN:ZDB-GENE-020228-1	NCBI_gene:83985
ZFIN:ZDB-GENE-990415-88	NCBI_gene:5901
ZFIN:ZDB-GENE-080513-5	NCBI_gene:30836
ZFIN:ZDB-GENE-040426-989	NCBI_gene:83658
ZFIN:ZDB-GENE-120709-101	NCBI_gene:83657
ZFIN:ZDB-GENE-081104-180	NCBI_gene:84080
ZFIN:ZDB-GENE-070718-1	NCBI_gene:219670
ZFIN:ZDB-GENE-110407-17	NCBI_gene:641372
ZFIN:ZDB-GENE-010724-9	NCBI_gene:10093
ZFIN:ZDB-GENE-010724-9	NCBI_gene:100526693
ZFIN:ZDB-GENE-080104-2	NCBI_gene:9829
ZFIN:ZDB-GENE-041210-358	NCBI_gene:2580
ZFIN:ZDB-GENE-030131-1531	NCBI_gene:9114
ZFIN:ZDB-GENE-050208-382	NCBI_gene:23418
ZFIN:ZDB-GENE-030131-8778	NCBI_gene:8578
ZFIN:ZDB-GENE-060612-1	NCBI_gene:286204
ZFIN:ZDB-GENE-090505-1	NCBI_gene:724102
ZFIN:ZDB-GENE-030616-40	NCBI_gene:724102
ZFIN:ZDB-GENE-040704-64	NCBI_gene:5654
ZFIN:ZDB-GENE-030131-6622	NCBI_gene:57599
ZFIN:ZDB-GENE-061108-3	NCBI_gene:85407
