Mouse gene 	Human gene
MGI:107824	NCBI_gene:1233
MGI:1346338	NCBI_gene:2829
MGI:1096320	NCBI_gene:2826
MGI:1277207	NCBI_gene:2833
MGI:1929473	NCBI_gene:5995
MGI:2181676	NCBI_gene:51554
MGI:103011	NCBI_gene:1236
MGI:109562	NCBI_gene:57007
MGI:103567	NCBI_gene:643
MGI:1333797	NCBI_gene:1235
MGI:2448715	NCBI_gene:3577
MGI:105303	NCBI_gene:3579
MGI:1920036	NCBI_gene:55775
MGI:1932576	NCBI_gene:9590
MGI:1333818	NCBI_gene:102724038
MGI:1918648	NCBI_gene:80231
MGI:2387631	NCBI_gene:11097
MGI:104634	NCBI_gene:7090
MGI:95806	NCBI_gene:166
MGI:2149593	NCBI_gene:79816
MGI:104635	NCBI_gene:7089
MGI:104633	NCBI_gene:7091
MGI:104636	NCBI_gene:7088
MGI:105080	NCBI_gene:10618
MGI:2154580	NCBI_gene:9354
MGI:1927086	NCBI_gene:10277
MGI:1922666	NCBI_gene:8602
MGI:99215	NCBI_gene:7784
MGI:1913375	NCBI_gene:83443
MGI:2144695	NCBI_gene:9905
MGI:107320	NCBI_gene:129049
MGI:2444862	NCBI_gene:4943
MGI:2652878	NCBI_gene:125058
MGI:2449973	NCBI_gene:102725519
MGI:1913937	NCBI_gene:64786
MGI:2681867	NCBI_gene:55633
MGI:1289265	NCBI_gene:25771
MGI:1919488	NCBI_gene:9779
MGI:2385326	NCBI_gene:54662
MGI:1918101	NCBI_gene:54885
MGI:1927225	NCBI_gene:11138
MGI:1924045	NCBI_gene:102724375
MGI:1918560	NCBI_gene:23158
MGI:2144506	NCBI_gene:146923
MGI:1914040	NCBI_gene:79774
MGI:2442168	NCBI_gene:113622
MGI:1098234	NCBI_gene:141
MGI:1921944	NCBI_gene:23329
MGI:1916329	NCBI_gene:27352
MGI:1915699	NCBI_gene:26000
MGI:1922072	NCBI_gene:374403
MGI:2144164	NCBI_gene:83874
MGI:1914266	NCBI_gene:23102
MGI:2652885	NCBI_gene:55357
MGI:1889508	NCBI_gene:23216
MGI:2429660	NCBI_gene:9882
MGI:1352507	NCBI_gene:9910
MGI:2385139	NCBI_gene:23637
MGI:2138893	NCBI_gene:100507213
MGI:104736	NCBI_gene:7813
MGI:2442167	NCBI_gene:115704
MGI:2445052	NCBI_gene:93627
MGI:1921536	NCBI_gene:161514
MGI:1098708	NCBI_gene:57533
MGI:2384803	NCBI_gene:23232
MGI:2180167	NCBI_gene:128240
MGI:95674	NCBI_gene:2641
MGI:1914496	NCBI_gene:55196
MGI:1918239	NCBI_gene:79864
MGI:2443623	NCBI_gene:55225
MGI:1919016	NCBI_gene:125950
MGI:1855692	NCBI_gene:4841
MGI:1913895	NCBI_gene:55269
MGI:1918764	NCBI_gene:6421
MGI:1891706	NCBI_gene:23013
MGI:2443205	NCBI_gene:64783
MGI:1923598	NCBI_gene:29890
MGI:1924487	NCBI_gene:57545
MGI:1923401	NCBI_gene:79959
MGI:107450	NCBI_gene:1738
MGI:1347023	NCBI_gene:10587
MGI:1354175	NCBI_gene:7296
MGI:2386711	NCBI_gene:645840
MGI:95804	NCBI_gene:2936
MGI:2676395	NCBI_gene:79912
MGI:1349419	NCBI_gene:9131
MGI:1919418	NCBI_gene:150209
MGI:1914982	NCBI_gene:102723386
MGI:1926163	NCBI_gene:26046
MGI:2443496	NCBI_gene:56256
MGI:1201610	NCBI_gene:374618
MGI:109542	NCBI_gene:50511
MGI:1917711	NCBI_gene:64784
MGI:1921593	NCBI_gene:200186
MGI:2142523	NCBI_gene:23373
MGI:2685063	NCBI_gene:80705
MGI:2681869	NCBI_gene:9662
MGI:108084	NCBI_gene:11190
MGI:3529431	NCBI_gene:9696
MGI:1916884	NCBI_gene:171425
MGI:2136459	NCBI_gene:9578
MGI:2441841	NCBI_gene:8476
MGI:105313	NCBI_gene:100302274
MGI:107927	NCBI_gene:6093
MGI:2652845	NCBI_gene:55561
MGI:107926	NCBI_gene:9475
MGI:106181	NCBI_gene:10514
MGI:102670	NCBI_gene:54514
MGI:91842	NCBI_gene:1654
MGI:1919240	NCBI_gene:79039
MGI:1919297	NCBI_gene:11325
MGI:1919231	NCBI_gene:91646
MGI:1920895	NCBI_gene:9879
MGI:1915247	NCBI_gene:83479
MGI:1920185	NCBI_gene:51428
MGI:1921601	NCBI_gene:9416
MGI:3642857	NCBI_gene:55510
MGI:105037	NCBI_gene:100616408
MGI:1914290	NCBI_gene:10521
MGI:2385884	NCBI_gene:55661
MGI:2136689	NCBI_gene:54555
MGI:1919236	NCBI_gene:55794
MGI:1277172	NCBI_gene:54606
MGI:2144727	NCBI_gene:1653
MGI:1916913	NCBI_gene:102723830
MGI:1351337	NCBI_gene:57062
MGI:1915005	NCBI_gene:51202
MGI:104976	NCBI_gene:1656
MGI:95303	NCBI_gene:652966
MGI:106906	NCBI_gene:100302143
MGI:1858415	NCBI_gene:11218
MGI:1353582	NCBI_gene:29118
MGI:99526	NCBI_gene:102725164
MGI:2148251	NCBI_gene:11269
MGI:1923731	NCBI_gene:9775
MGI:99240	NCBI_gene:692199
MGI:99240	NCBI_gene:692199
MGI:99240	NCBI_gene:692199
MGI:99240	NCBI_gene:692199
MGI:99240	NCBI_gene:692199
MGI:99240	NCBI_gene:692199
MGI:99240	NCBI_gene:692199
MGI:1915528	NCBI_gene:10212
MGI:2182303	NCBI_gene:79009
MGI:1860494	NCBI_gene:9188
MGI:1915098	NCBI_gene:57696
MGI:2682639	NCBI_gene:64794
MGI:1924841	NCBI_gene:1662
MGI:1914192	NCBI_gene:8886
MGI:1889376	NCBI_gene:90693
MGI:894701	NCBI_gene:4249
MGI:3606200	NCBI_gene:146664
MGI:2139309	NCBI_gene:84253
MGI:109338	NCBI_gene:5909
MGI:3028623	NCBI_gene:23108
MGI:1921456	NCBI_gene:23094
MGI:107576	NCBI_gene:6494
MGI:2676970	NCBI_gene:57568
MGI:2443679	NCBI_gene:26037
MGI:94203	NCBI_gene:390916
MGI:891978	NCBI_gene:5264
MGI:96799	NCBI_gene:4610
MGI:97250	NCBI_gene:4609
MGI:97357	NCBI_gene:4613
MGI:1931035	NCBI_gene:25920
MGI:2387633	NCBI_gene:79441
MGI:1891497	NCBI_gene:57338
MGI:1891495	NCBI_gene:56704
MGI:2443113	NCBI_gene:84502
MGI:1891496	NCBI_gene:57158
MGI:1932682	NCBI_gene:58191
MGI:1891700	NCBI_gene:23385
MGI:1924983	NCBI_gene:81790
MGI:1918486	NCBI_gene:27156
MGI:3604804	NCBI_gene:126321
MGI:3583946	NCBI_gene:388931
MGI:1923824	NCBI_gene:84879
MGI:1346999	NCBI_gene:23627
MGI:1353432	NCBI_gene:26517
MGI:1926876	NCBI_gene:3617
MGI:3044955	NCBI_gene:50939
MGI:1919824	NCBI_gene:79882
MGI:1915930	NCBI_gene:161247
MGI:2444508	NCBI_gene:128486
MGI:102465	NCBI_gene:55852
MGI:2146565	NCBI_gene:63899
MGI:107252	NCBI_gene:54888
MGI:1923698	NCBI_gene:170954
MGI:1923698	NCBI_gene:170954
MGI:1923698	NCBI_gene:170954
MGI:1923698	NCBI_gene:170954
MGI:1923698	NCBI_gene:170954
MGI:1923698	NCBI_gene:170954
MGI:1923698	NCBI_gene:170954
MGI:2139535	NCBI_gene:286262
MGI:88390	NCBI_gene:1081
MGI:97253	NCBI_gene:4618
MGI:97252	NCBI_gene:4617
MGI:97276	NCBI_gene:4656
MGI:97275	NCBI_gene:4654
MGI:1928344	NCBI_gene:51699
MGI:2150020	NCBI_gene:5889
MGI:1261809	NCBI_gene:5892
MGI:1921585	NCBI_gene:7517
MGI:1927345	NCBI_gene:102724498
MGI:1099436	NCBI_gene:5890
MGI:105393	NCBI_gene:11144
MGI:97890	NCBI_gene:5888
MGI:1346085	NCBI_gene:10022
MGI:2158015	NCBI_gene:117579
MGI:2448520	NCBI_gene:138429
MGI:107930	NCBI_gene:8395
MGI:107929	NCBI_gene:8394
MGI:1298224	NCBI_gene:23396
MGI:2152214	NCBI_gene:79837
MGI:1298206	NCBI_gene:5305
MGI:1918940	NCBI_gene:11082
MGI:1922516	NCBI_gene:387990
MGI:1915202	NCBI_gene:9804
MGI:97272	NCBI_gene:4633
MGI:97273	NCBI_gene:29895
MGI:107495	NCBI_gene:58498
MGI:1891705	NCBI_gene:93408
MGI:107494	NCBI_gene:103910
MGI:1914518	NCBI_gene:102723738
MGI:2138915	NCBI_gene:10398
MGI:97878	NCBI_gene:5949
MGI:1860137	NCBI_gene:2815
MGI:107852	NCBI_gene:2812
MGI:1349469	NCBI_gene:51295
MGI:1913758	NCBI_gene:55004
MGI:96534	NCBI_gene:972
MGI:1096385	NCBI_gene:63827
MGI:1914916	NCBI_gene:145864
MGI:104694	NCBI_gene:1463
MGI:1337006	NCBI_gene:1404
MGI:2679531	NCBI_gene:404037
MGI:99602	NCBI_gene:176
MGI:102889	NCBI_gene:1462
MGI:2137300	NCBI_gene:60484
MGI:1855698	NCBI_gene:8434
MGI:2145422	NCBI_gene:79020
MGI:2387176	NCBI_gene:129787
MGI:1922168	NCBI_gene:79781
MGI:2443988	NCBI_gene:79820
MGI:1289234	NCBI_gene:85415
MGI:1098783	NCBI_gene:114822
MGI:1923927	NCBI_gene:55251
MGI:2441773	NCBI_gene:102724902
MGI:97502	NCBI_gene:5110
MGI:96396	NCBI_gene:3397
MGI:96398	NCBI_gene:3399
MGI:96397	NCBI_gene:3398
MGI:99414	NCBI_gene:3400
MGI:1345144	NCBI_gene:81848
MGI:1345139	NCBI_gene:10252
MGI:1345138	NCBI_gene:10253
MGI:1918305	NCBI_gene:102725164
MGI:2443139	NCBI_gene:123688
MGI:1890444	NCBI_gene:1797
MGI:1890444	NCBI_gene:1797
MGI:1890444	NCBI_gene:1797
MGI:1890444	NCBI_gene:1797
MGI:1890444	NCBI_gene:1797
MGI:1890444	NCBI_gene:1797
MGI:1918450	NCBI_gene:84332
MGI:1916746	NCBI_gene:143241
MGI:1913560	NCBI_gene:84661
MGI:1919401	NCBI_gene:5985
MGI:1341868	NCBI_gene:5982
MGI:1916513	NCBI_gene:5983
MGI:2146571	NCBI_gene:5984
MGI:96540	NCBI_gene:3593
MGI:1923363	NCBI_gene:4025
MGI:97137	NCBI_gene:4353
MGI:107569	NCBI_gene:8288
MGI:98813	NCBI_gene:7173
MGI:1916925	NCBI_gene:7837
MGI:1298381	NCBI_gene:100037417
MGI:96982	NCBI_gene:4282
MGI:2449119	NCBI_gene:2
MGI:88228	NCBI_gene:100293534
MGI:88228	NCBI_gene:100293534
MGI:88228	NCBI_gene:100293534
MGI:88228	NCBI_gene:100293534
MGI:88228	NCBI_gene:100293534
MGI:96031	NCBI_gene:727
MGI:88227	NCBI_gene:718
MGI:2445221	NCBI_gene:135228
MGI:1355328	NCBI_gene:102724095
MGI:1926471	NCBI_gene:2189
MGI:1929657	NCBI_gene:26061
MGI:1351911	NCBI_gene:10994
MGI:2157521	NCBI_gene:51440
MGI:1349453	NCBI_gene:7447
MGI:1194489	NCBI_gene:2979
MGI:97883	NCBI_gene:5957
MGI:102770	NCBI_gene:102723903
MGI:1336200	NCBI_gene:3208
MGI:1196326	NCBI_gene:83988
MGI:1855689	NCBI_gene:3241
MGI:1914043	NCBI_gene:79645
MGI:1929258	NCBI_gene:30818
MGI:1917607	NCBI_gene:30820
MGI:2135916	NCBI_gene:30819
MGI:1933131	NCBI_gene:80333
MGI:109166	NCBI_gene:23413
MGI:1890894	NCBI_gene:4731
MGI:1919375	NCBI_gene:219287
MGI:3026939	NCBI_gene:205147
MGI:1919595	NCBI_gene:139285
MGI:1928753	NCBI_gene:5204
MGI:1347076	NCBI_gene:619562
MGI:97742	NCBI_gene:5443
MGI:101939	NCBI_gene:3158
MGI:107592	NCBI_gene:3157
MGI:88548	NCBI_gene:102724007
MGI:88548	NCBI_gene:102724007
MGI:88548	NCBI_gene:102724007
MGI:88548	NCBI_gene:102724007
MGI:88548	NCBI_gene:102724007
MGI:88548	NCBI_gene:102724007
MGI:88548	NCBI_gene:102724007
MGI:96608	NCBI_gene:3685
MGI:96604	NCBI_gene:3678
MGI:96601	NCBI_gene:3674
MGI:109442	NCBI_gene:8516
MGI:96602	NCBI_gene:102725477
MGI:102700	NCBI_gene:3679
MGI:96605	NCBI_gene:3655
MGI:1298377	NCBI_gene:3682
MGI:2153482	NCBI_gene:8515
MGI:104756	NCBI_gene:3680
MGI:96599	NCBI_gene:3672
MGI:96606	NCBI_gene:3683
MGI:96607	NCBI_gene:3684
MGI:96609	NCBI_gene:3687
MGI:3578624	NCBI_gene:3681
MGI:96600	NCBI_gene:3673
MGI:96603	NCBI_gene:3676
MGI:2385900	NCBI_gene:29903
MGI:1922733	NCBI_gene:341947
MGI:105959	NCBI_gene:1351
MGI:1353494	NCBI_gene:231
MGI:1914758	NCBI_gene:83592
MGI:1929955	NCBI_gene:10327
MGI:1933427	NCBI_gene:8644
MGI:2384785	NCBI_gene:6718
MGI:107673	NCBI_gene:57016
MGI:107796	NCBI_gene:
MGI:109239	NCBI_gene:8514
MGI:1336208	NCBI_gene:9196
MGI:109155	NCBI_gene:7881
MGI:1338016	NCBI_gene:27018
MGI:1338017	NCBI_gene:55859
MGI:1913415	NCBI_gene:56647
MGI:2443887	NCBI_gene:79608
MGI:1914688	NCBI_gene:55312
MGI:109132	NCBI_gene:9892
MGI:2385902	NCBI_gene:8301
MGI:1914632	NCBI_gene:8019
MGI:1888520	NCBI_gene:23476
MGI:1891374	NCBI_gene:676
MGI:99495	NCBI_gene:6046
MGI:99495	NCBI_gene:6046
MGI:99495	NCBI_gene:6046
MGI:99495	NCBI_gene:6046
MGI:99495	NCBI_gene:6046
MGI:2444008	NCBI_gene:2186
MGI:1353499	NCBI_gene:9031
MGI:1309478	NCBI_gene:11177
MGI:2442782	NCBI_gene:102725372
MGI:1343101	NCBI_gene:2648
MGI:2151152	NCBI_gene:11176
MGI:1923799	NCBI_gene:27443
MGI:1343094	NCBI_gene:8850
MGI:1914743	NCBI_gene:284009
MGI:1891037	NCBI_gene:4552
MGI:1926047	NCBI_gene:27158
MGI:97361	NCBI_gene:4843
MGI:97362	NCBI_gene:4846
MGI:97360	NCBI_gene:4842
MGI:97744	NCBI_gene:5447
MGI:1925374	NCBI_gene:286234
MGI:3588241	NCBI_gene:389763
MGI:2679716	NCBI_gene:259308
MGI:1354697	NCBI_gene:55336
MGI:1915168	NCBI_gene:94240
MGI:2444431	NCBI_gene:9727
MGI:2442920	NCBI_gene:84440
MGI:1351596	NCBI_gene:9047
MGI:2441692	NCBI_gene:646892
MGI:2676364	NCBI_gene:84941
MGI:1919531	NCBI_gene:63898
MGI:1925182	NCBI_gene:387694
MGI:106374	NCBI_gene:83637
MGI:3040693	NCBI_gene:57178
MGI:2136940	NCBI_gene:51588
MGI:1096566	NCBI_gene:9063
MGI:1913126	NCBI_gene:10401
MGI:1913125	NCBI_gene:101930097
MGI:2139806	NCBI_gene:23111
MGI:1339962	NCBI_gene:10841
MGI:1918976	NCBI_gene:23583
MGI:1352759	NCBI_gene:26994
MGI:1196246	NCBI_gene:223082
MGI:2177308	NCBI_gene:84937
MGI:2444113	NCBI_gene:100131211
MGI:2446113	NCBI_gene:23306
MGI:95414	NCBI_gene:2071
MGI:1346051	NCBI_gene:1854
MGI:1914368	NCBI_gene:51283
MGI:88052	NCBI_gene:338
MGI:2685119	NCBI_gene:253314
MGI:95305	NCBI_gene:1977
MGI:1914142	NCBI_gene:317649
MGI:1914440	NCBI_gene:9470
MGI:1915120	NCBI_gene:58478
MGI:1859026	NCBI_gene:4850
MGI:3045266	NCBI_gene:22909
MGI:1196251	NCBI_gene:54897
MGI:1915451	NCBI_gene:91057
MGI:107461	NCBI_gene:1448
MGI:1914195	NCBI_gene:6389
MGI:2151114	NCBI_gene:100302197
MGI:1921267	NCBI_gene:197335
MGI:1919110	NCBI_gene:102723785
MGI:1918495	NCBI_gene:144406
MGI:1277238	NCBI_gene:55779
MGI:2442513	NCBI_gene:161436
MGI:2442895	NCBI_gene:400954
MGI:1919455	NCBI_gene:24139
MGI:2387612	NCBI_gene:256364
MGI:1926048	NCBI_gene:27436
MGI:1915769	NCBI_gene:2009
MGI:2444067	NCBI_gene:130814
MGI:1346040	NCBI_gene:9526
MGI:2443552	NCBI_gene:387357
MGI:2446213	NCBI_gene:9473
MGI:97528	NCBI_gene:5155
MGI:97527	NCBI_gene:5154
MGI:2677270	NCBI_gene:118987
MGI:1921531	NCBI_gene:375686
MGI:1923823	NCBI_gene:84221
MGI:1333772	NCBI_gene:10117
MGI:2449313	NCBI_gene:50628
MGI:2685351	NCBI_gene:83932
MGI:2446078	NCBI_gene:79178
MGI:2429950	NCBI_gene:23214
MGI:1925441	NCBI_gene:389384
MGI:3039376	NCBI_gene:10591
MGI:3588197	NCBI_gene:55237
MGI:1861100	NCBI_gene:130507
MGI:1277977	NCBI_gene:197131
MGI:1861099	NCBI_gene:23304
MGI:95491	NCBI_gene:8789
MGI:95492	NCBI_gene:2203
MGI:1100518	NCBI_gene:4092
MGI:1336883	NCBI_gene:4091
MGI:894293	NCBI_gene:4089
MGI:109452	NCBI_gene:4086
MGI:1328787	NCBI_gene:4090
MGI:1859993	NCBI_gene:4093
MGI:108051	NCBI_gene:4087
MGI:1201674	NCBI_gene:4088
MGI:1913541	NCBI_gene:57150
MGI:99466	NCBI_gene:6343
MGI:1861731	NCBI_gene:56477
MGI:1343459	NCBI_gene:10850
MGI:2685862	NCBI_gene:9398
MGI:1926158	NCBI_gene:3321
MGI:2384826	NCBI_gene:222008
MGI:2444633	NCBI_gene:196740
MGI:1277114	NCBI_gene:5738
MGI:2154090	NCBI_gene:93185
MGI:2387357	NCBI_gene:51322
MGI:1913420	NCBI_gene:84269
MGI:1915283	NCBI_gene:90639
MGI:2443429	NCBI_gene:390637
MGI:3584043	NCBI_gene:102724043
MGI:1919353	NCBI_gene:200558
MGI:1888669	NCBI_gene:5714
MGI:1352500	NCBI_gene:27010
MGI:1342293	NCBI_gene:27040
MGI:2158201	NCBI_gene:10005
MGI:1914239	NCBI_gene:222658
MGI:1916065	NCBI_gene:84280
MGI:1343498	NCBI_gene:10913
MGI:2442860	NCBI_gene:60401
MGI:1352474	NCBI_gene:55504
MGI:1925959	NCBI_gene:646424
MGI:3644691	NCBI_gene:84651
MGI:1917232	NCBI_gene:6691
MGI:3642511	NCBI_gene:153218
MGI:3646952	NCBI_gene:408187
MGI:106202	NCBI_gene:6690
MGI:1931441	NCBI_gene:81890
MGI:1922194	NCBI_gene:79691
MGI:1920026	NCBI_gene:163786
MGI:2154049	NCBI_gene:27127
MGI:1918358	NCBI_gene:160857
MGI:1344345	NCBI_gene:8243
MGI:2444782	NCBI_gene:23307
MGI:3041210	NCBI_gene:550631
MGI:2444926	NCBI_gene:10970
MGI:1339795	NCBI_gene:9126
MGI:106067	NCBI_gene:10592
MGI:1922466	NCBI_gene:145508
MGI:1917349	NCBI_gene:10051
MGI:107889	NCBI_gene:56915
MGI:1923576	NCBI_gene:54512
MGI:1298217	NCBI_gene:8530
MGI:1920970	NCBI_gene:1474
MGI:1925490	NCBI_gene:140880
MGI:107161	NCBI_gene:10047
MGI:2652834	NCBI_gene:128817
MGI:1340053	NCBI_gene:128821
MGI:102519	NCBI_gene:1471
MGI:1860292	NCBI_gene:10268
MGI:1859650	NCBI_gene:10266
MGI:1858418	NCBI_gene:10267
MGI:1289196	NCBI_gene:57674
MGI:1861606	NCBI_gene:4070
MGI:106653	NCBI_gene:4072
MGI:3642643	NCBI_gene:4539
MGI:1929742	NCBI_gene:29928
MGI:1919002	NCBI_gene:2976
MGI:2442563	NCBI_gene:102724461
MGI:1914147	NCBI_gene:79612
MGI:1922088	NCBI_gene:80155
MGI:1915172	NCBI_gene:26017
MGI:99700	NCBI_gene:1060
MGI:1926195	NCBI_gene:56252
MGI:1916075	NCBI_gene:64419
MGI:2144501	NCBI_gene:124930
MGI:1915670	NCBI_gene:88455
MGI:1915673	NCBI_gene:338692
MGI:2139746	NCBI_gene:81573
MGI:2158417	NCBI_gene:219790
MGI:107371	NCBI_gene:6242
MGI:1920174	NCBI_gene:54443
MGI:1913356	NCBI_gene:23676
MGI:1347522	NCBI_gene:100652777
MGI:1313269	NCBI_gene:729330
MGI:1313269	NCBI_gene:
MGI:106638	NCBI_gene:391013
MGI:1341796	NCBI_gene:26279
MGI:101899	NCBI_gene:5322
MGI:1349661	NCBI_gene:64600
MGI:1349660	NCBI_gene:30814
MGI:101842	NCBI_gene:5319
MGI:3647985	NCBI_gene:140801
MGI:105943	NCBI_gene:26778
MGI:2443327	NCBI_gene:79152
MGI:98970	NCBI_gene:7494
MGI:1918309	NCBI_gene:124790
MGI:2385923	NCBI_gene:10614
MGI:102499	NCBI_gene:4537
MGI:1929472	NCBI_gene:55245
MGI:2443872	NCBI_gene:140700
MGI:2444518	NCBI_gene:401474
MGI:1915033	NCBI_gene:25909
MGI:95753	NCBI_gene:2746
MGI:1913319	NCBI_gene:10073
MGI:1919357	NCBI_gene:79075
MGI:2138935	NCBI_gene:399665
MGI:3036259	NCBI_gene:284611
MGI:2445107	NCBI_gene:23731
MGI:2443331	NCBI_gene:9783
MGI:2674366	NCBI_gene:140730
MGI:2152972	NCBI_gene:9699
MGI:2152971	NCBI_gene:22999
MGI:1919558	NCBI_gene:2972
MGI:1913903	NCBI_gene:55290
MGI:2385191	NCBI_gene:2959
MGI:96226	NCBI_gene:3270
MGI:97629	NCBI_gene:5367
MGI:3584453	NCBI_gene:254268
MGI:2140340	NCBI_gene:80709
MGI:1929096	NCBI_gene:55901
MGI:106250	NCBI_gene:79956
MGI:2443061	NCBI_gene:92293
MGI:2147810	NCBI_gene:54972
MGI:3609245	NCBI_gene:114795
MGI:3044963	NCBI_gene:121256
MGI:2685490	NCBI_gene:124842
MGI:1289326	NCBI_gene:51184
MGI:2140368	NCBI_gene:54707
MGI:1921504	NCBI_gene:11321
MGI:106419	NCBI_gene:81533
MGI:96559	NCBI_gene:3569
MGI:1353636	NCBI_gene:29777
MGI:1354951	NCBI_gene:10020
MGI:2143333	NCBI_gene:9941
MGI:1261433	NCBI_gene:2021
MGI:1917942	NCBI_gene:387755
MGI:1351475	NCBI_gene:9950
MGI:1929866	NCBI_gene:8601
MGI:1927469	NCBI_gene:26575
MGI:1915153	NCBI_gene:10287
MGI:1354739	NCBI_gene:8786
MGI:1338824	NCBI_gene:8787
MGI:1354730	NCBI_gene:9628
MGI:1346089	NCBI_gene:6000
MGI:3613651	NCBI_gene:26166
MGI:1859709	NCBI_gene:10636
MGI:1915115	NCBI_gene:6001
MGI:1918979	NCBI_gene:6002
MGI:1096327	NCBI_gene:8312
MGI:1270862	NCBI_gene:8313
MGI:2180585	NCBI_gene:6003
MGI:1354694	NCBI_gene:5996
MGI:1927498	NCBI_gene:64407
MGI:108407	NCBI_gene:6004
MGI:108408	NCBI_gene:85397
MGI:1098434	NCBI_gene:8490
MGI:108409	NCBI_gene:5999
MGI:1098271	NCBI_gene:5997
MGI:2685048	NCBI_gene:353299
MGI:1354734	NCBI_gene:5998
MGI:1926488	NCBI_gene:64111
MGI:96556	NCBI_gene:3565
MGI:1929288	NCBI_gene:102723899
MGI:3039562	NCBI_gene:51616
MGI:1914567	NCBI_gene:138724
MGI:2137225	NCBI_gene:9553
MGI:1920893	NCBI_gene:55017
MGI:1914428	NCBI_gene:55954
MGI:1858420	NCBI_gene:10445
MGI:1098757	NCBI_gene:28958
MGI:1913771	NCBI_gene:51389
MGI:2145578	NCBI_gene:122060
MGI:1923241	NCBI_gene:57606
MGI:2679007	NCBI_gene:79767
MGI:2153044	NCBI_gene:9844
MGI:2153045	NCBI_gene:63916
MGI:2445168	NCBI_gene:84173
MGI:3583900	NCBI_gene:643923
MGI:2445165	NCBI_gene:255520
MGI:2443738	NCBI_gene:122616
MGI:1923012	NCBI_gene:54812
MGI:1914715	NCBI_gene:10291
MGI:1913334	NCBI_gene:55005
MGI:1914332	NCBI_gene:55195
MGI:1916092	NCBI_gene:101930415
MGI:1921932	NCBI_gene:57539
MGI:1329045	NCBI_gene:7289
MGI:1861600	NCBI_gene:7288
MGI:109571	NCBI_gene:7287
MGI:2651573	NCBI_gene:7275
MGI:101787	NCBI_gene:4535
MGI:1859545	NCBI_gene:9066
MGI:2159601	NCBI_gene:102725335
MGI:1859546	NCBI_gene:341359
MGI:1859544	NCBI_gene:148281
MGI:99665	NCBI_gene:84258
MGI:1926373	NCBI_gene:143425
MGI:2442166	NCBI_gene:102724488
MGI:1933945	NCBI_gene:57586
MGI:104966	NCBI_gene:51760
MGI:1859867	NCBI_gene:90019
MGI:99666	NCBI_gene:127833
MGI:1926368	NCBI_gene:6861
MGI:99667	NCBI_gene:6857
MGI:1933366	NCBI_gene:54843
MGI:1933367	NCBI_gene:94120
MGI:2668451	NCBI_gene:94122
MGI:1933365	NCBI_gene:84958
MGI:1351606	NCBI_gene:94121
MGI:2444490	NCBI_gene:255928
MGI:2673872	NCBI_gene:83851
MGI:2685505	NCBI_gene:100191040
MGI:1922947	NCBI_gene:388125
MGI:2685084	NCBI_gene:126567
MGI:1921663	NCBI_gene:123036
MGI:101759	NCBI_gene:6860
MGI:1859547	NCBI_gene:23208
MGI:1923492	NCBI_gene:9501
MGI:102788	NCBI_gene:22895
MGI:109446	NCBI_gene:8448
MGI:1921991	NCBI_gene:9847
MGI:1888525	NCBI_gene:10766
MGI:1349721	NCBI_gene:10140
MGI:1277152	NCBI_gene:55486
MGI:2179276	NCBI_gene:162494
MGI:2384891	NCBI_gene:9028
MGI:3608413	NCBI_gene:54933
MGI:2442473	NCBI_gene:79651
MGI:104328	NCBI_gene:64285
MGI:98958	NCBI_gene:7474
MGI:98959	NCBI_gene:81029
MGI:101948	NCBI_gene:7481
MGI:98957	NCBI_gene:54361
MGI:98953	NCBI_gene:7471
MGI:1197020	NCBI_gene:7484
MGI:2446084	NCBI_gene:7483
MGI:98961	NCBI_gene:7476
MGI:98962	NCBI_gene:7477
MGI:98954	NCBI_gene:7472
MGI:1261834	NCBI_gene:7482
MGI:2136018	NCBI_gene:51384
MGI:98960	NCBI_gene:7475
MGI:107924	NCBI_gene:7478
MGI:109485	NCBI_gene:7479
MGI:108061	NCBI_gene:7480
MGI:108071	NCBI_gene:80326
MGI:98955	NCBI_gene:101929777
MGI:98956	NCBI_gene:89780
MGI:1925155	NCBI_gene:89885
MGI:1915589	NCBI_gene:440193
MGI:1925567	NCBI_gene:102723609
MGI:1925177	NCBI_gene:55704
MGI:2443554	NCBI_gene:84376
MGI:2181664	NCBI_gene:29911
MGI:1925213	NCBI_gene:51361
MGI:88334	NCBI_gene:919
MGI:2442926	NCBI_gene:57721
MGI:2159410	NCBI_gene:142680
MGI:1345284	NCBI_gene:6569
MGI:1342284	NCBI_gene:10568
MGI:1922822	NCBI_gene:101927144
MGI:1913454	NCBI_gene:97
MGI:1888996	NCBI_gene:966
MGI:1919835	NCBI_gene:116372
MGI:1930923	NCBI_gene:57152
MGI:1915561	NCBI_gene:137797
MGI:1917649	NCBI_gene:25937
MGI:103262	NCBI_gene:10413
MGI:1913505	NCBI_gene:440498
MGI:1915446	NCBI_gene:3281
MGI:1914137	NCBI_gene:100507577
MGI:1921392	NCBI_gene:9361
MGI:1917329	NCBI_gene:51280
MGI:2443129	NCBI_gene:113201
MGI:1858200	NCBI_gene:10394
MGI:103294	NCBI_gene:5553
MGI:1913739	NCBI_gene:11224
MGI:1915542	NCBI_gene:201595
MGI:105124	NCBI_gene:3703
MGI:2442413	NCBI_gene:57187
MGI:1921450	NCBI_gene:22889
MGI:1339957	NCBI_gene:5027
MGI:1098235	NCBI_gene:5023
MGI:1337113	NCBI_gene:9127
